Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV
cust_1884,63,Suburban,Middle,917,999.0690391722449,3519.041987485188,252.85256112805283,916146.3089209484,251,86,2375,13,3814.840574800225,Monthly,Debit Card,14,45.82466089767081,1,96757.21060469474
cust_1885,41,Suburban,Middle,65,17631.890607253517,34839.699475825364,7561.584054275244,1146072.8894714783,183,6,47,48,1292.5967187235876,Weekly,Credit Card,2,46.41373269209355,10,128854.99058778606
cust_1886,33,Urban,Low,710,6871.561319203793,8198.625282325316,2861.718472796288,4878808.536634693,164,38,3713,25,3574.126728451388,Daily,Wallet Balance,6,64.02519260685509,4,500019.7902992437
cust_1887,21,Rural,Middle,27,17128.18312346579,57258.239372941614,8448.408530629866,462460.9443335764,328,212,5,17,157.64707874933725,Daily,Debit Card,6,15.80650673232828,5,52877.270893982975
cust_1888,52,Suburban,High,663,14036.110811209428,16705.767981301102,4015.527369807504,9305941.46783185,80,109,769,5,1477.589340332861,Daily,Debit Card,10,31.9181849027664,3,934893.3521130186
cust_1889,63,Urban,Middle,815,15325.79006005065,59683.812429802514,6049.194128738485,12490518.898941278,7,52,1362,11,464.45132687466975,Monthly,Credit Card,15,50.99380423855086,5,1257643.6642306906
cust_1890,28,Rural,Low,479,6297.744445833066,23184.58436315415,2787.9370768236404,3016619.5895540384,325,268,3340,37,2256.102612115123,Weekly,Credit Card,3,20.074626726035508,1,311913.9076493463
cust_1891,43,Rural,High,268,4562.601357282762,11302.932687353255,860.0146546492132,1222777.1637517803,87,63,816,21,2175.53996845735,Monthly,UPI,10,17.232258886440572,7,131921.94639094936
cust_1892,20,Rural,Low,597,8140.743671283886,21533.573099997742,2834.787434806864,4860023.97175648,8,57,3828,13,1795.0408607430095,Daily,Credit Card,13,64.77728174056261,2,496060.8767452765
cust_1893,28,Rural,High,66,494.2749896318588,2308.7800990792284,157.71478139219184,32622.14931570268,36,6,7,12,4905.838840564522,Monthly,Wallet Balance,7,71.71653946647834,5,7023.295511288007
cust_1894,32,Rural,Middle,133,18375.925980598306,19341.296102473098,7297.646222170582,2443998.1554195746,251,82,4872,8,1220.4527356281187,Weekly,Wallet Balance,16,28.43499059824716,10,264333.5891741434
cust_1895,65,Rural,Low,905,7746.415176662829,25200.74260975365,2929.4710691964938,7010505.734879861,100,68,4758,49,3955.25562985389,Daily,Credit Card,17,17.798908889867175,2,715488.9456730592
cust_1896,55,Suburban,High,916,19771.246530822864,92795.24834631968,8405.093888113845,18110461.822233744,79,0,2532,41,2237.2357060950526,Monthly,Credit Card,5,29.716624340065856,8,1827091.564370327
cust_1897,60,Suburban,Middle,366,15231.373921940183,70916.50004459504,3418.80488749658,5574682.855430107,286,67,2759,31,1674.052394179148,Weekly,Wallet Balance,20,22.57351217645221,3,568249.2593459211
cust_1898,47,Suburban,High,82,1619.4950458882165,5406.88349814454,302.10474637347613,132798.59376283374,271,300,328,9,1017.3335182976762,Weekly,UPI,19,59.344880579101584,1,15327.192617134537
cust_1899,44,Suburban,Low,893,13207.163674073094,33347.03164633617,5574.47293910743,11793997.160947273,221,122,4495,26,3167.019475141373,Weekly,UPI,19,64.96835405079881,6,1195406.2063571566
cust_1900,66,Urban,Low,831,5424.074905110723,7569.915445936273,1324.6967136852402,4507406.246147011,196,114,4875,13,1668.3906443621377,Weekly,Debit Card,9,28.75542862965804,8,468956.4292925201
cust_1901,18,Suburban,Low,982,4881.935725171788,8275.548977419985,1049.7598229397877,4794060.882118696,226,54,1912,8,4064.593798141359,Daily,Wallet Balance,5,43.5699163180288,7,488997.791312799
cust_1902,55,Rural,Low,328,5138.687771365225,19109.204406996538,1206.1908724541986,1685489.5890077937,87,217,2385,8,4842.324243440884,Daily,Debit Card,11,6.592218839106444,6,177697.79677905893
cust_1903,49,Suburban,Middle,98,18322.34022336941,19541.44159483584,2318.538182023075,1795589.341890202,58,6,3980,25,1135.6578240966992,Monthly,UPI,16,33.815384045636456,5,194451.10527697188
cust_1904,55,Suburban,High,585,10004.603719666784,45360.296055679806,4094.461492528416,5852693.176005068,170,358,2466,31,643.3519291585949,Weekly,Credit Card,12,1.4854835865785878,8,600979.6416359275
cust_1905,42,Rural,Middle,327,13392.723267244,44888.89789899419,5170.446486214001,4379420.508388788,97,37,3037,40,1577.5890060125307,Weekly,UPI,0,48.64772198832274,10,457227.2563358726
cust_1906,28,Suburban,Low,542,5626.1470377360165,6642.154078394302,1806.426308528648,3049371.694452921,146,85,1194,34,2335.5588352774266,Daily,UPI,3,13.497469871144329,4,313557.39002765337
cust_1907,60,Suburban,High,125,10463.859559150513,20499.4300061308,4043.5910207815136,1307982.4448938142,358,362,100,25,1504.8340797462522,Monthly,UPI,15,63.34095608933644,7,139745.8274495083
cust_1908,48,Suburban,Low,210,7008.501762841684,23666.33427962385,1746.891959056219,1471785.3701967536,18,79,2461,40,4852.334030273992,Monthly,UPI,18,45.73204230121846,2,155674.37000453836
cust_1909,21,Urban,Middle,987,6429.569417524051,7345.172648026381,1402.5953332090571,6345985.015096238,184,77,322,44,3896.008198403357,Daily,Wallet Balance,4,66.89738559483305,9,646694.4974104222
cust_1910,39,Suburban,Middle,784,4946.907270924543,20381.00867082214,2200.9799406651623,3878375.3004048415,143,209,4124,41,4830.703665211378,Daily,Wallet Balance,12,67.60986198576965,8,405770.1782078785
cust_1911,34,Rural,Middle,725,8186.047900883077,38308.1523175018,2201.898129422076,5934884.728140231,334,26,3649,2,1866.1997865756125,Daily,Wallet Balance,9,13.01059746852486,4,604053.3729207354
cust_1912,31,Rural,High,133,13204.00191149416,63971.82555359794,2355.130067441424,1756132.254228723,62,194,4846,29,1523.374304991446,Daily,UPI,4,37.43474257196691,7,194443.5382703766
cust_1913,55,Suburban,High,503,4448.655083581509,17503.84283694392,1777.7607175640076,2237673.507041499,163,79,3076,28,2036.812638441035,Daily,Debit Card,15,14.877707218640094,1,232700.9443849294
cust_1914,43,Suburban,Low,157,19309.22529767823,85487.76952659608,4525.092651992241,3031548.371735482,40,57,606,19,2614.166966636504,Daily,Credit Card,0,33.17284957806599,5,309959.75369023
cust_1915,48,Suburban,High,559,2500.9874125086967,8610.474116555895,462.03371600039367,1398051.9635923614,179,353,516,3,3707.776015587976,Monthly,Debit Card,11,32.95669334976165,2,141283.30835144216
cust_1916,63,Rural,High,869,9609.342082351512,27234.553811451617,1065.5387298736,8350518.269563463,235,42,1108,13,4405.509375481584,Daily,Wallet Balance,14,53.238244157159535,2,838365.0722686056
cust_1917,56,Rural,Middle,875,1709.7140449434346,6586.740060054375,834.751987766584,1495999.7893255053,60,73,4335,44,2315.899376895005,Daily,Wallet Balance,4,70.30471569698042,2,163512.02924410303
cust_1918,28,Urban,Low,382,463.0797681695095,878.3338883089314,132.8648806515929,176896.47144075265,228,37,838,38,1445.893658367038,Monthly,Wallet Balance,5,45.65675232421351,2,24442.700314891747
cust_1919,58,Urban,Middle,22,18454.31962077029,26558.29980062464,3039.4845580904584,405995.0316569463,239,12,1121,20,1594.2328717773075,Monthly,Debit Card,10,58.93840071166864,5,49044.38672980598
cust_1920,60,Urban,Low,974,16209.592031073176,65606.76607717044,6534.48309627205,15788142.638265274,56,24,3965,6,3484.7412918219693,Weekly,Wallet Balance,19,29.659955209865668,4,1589601.893180617
cust_1921,40,Rural,Low,953,13886.16590877991,67108.32902479402,6319.044924144598,13233516.111067254,234,90,3341,5,2837.790169957481,Weekly,Wallet Balance,13,6.170441605558871,1,1330114.7160217466
cust_1922,68,Urban,High,595,17305.164354867396,57278.66338476954,5385.145589899822,10296572.7911461,84,348,1336,39,2432.470654886285,Monthly,UPI,1,37.54170394258319,6,1041013.0437871672
cust_1923,57,Suburban,Middle,419,16058.939975164874,47055.41586047839,1788.0631360561374,6728695.849594083,203,5,1259,5,1013.8703938808702,Daily,Wallet Balance,9,65.17926017335228,3,678380.6497624678
cust_1924,51,Suburban,High,472,12948.28204251798,40626.74888742699,3186.017824277232,6111589.124068487,41,72,3280,24,4377.278437494517,Monthly,Wallet Balance,11,18.058280413215325,8,625930.2731881014
cust_1925,42,Rural,High,234,16948.3730921097,49385.13112477414,3342.908197206644,3965919.30355367,17,82,1861,3,3905.1022375370303,Daily,Debit Card,8,19.663113134425902,2,400661.3792365985
cust_1926,53,Urban,High,572,7822.103063667503,21657.84776027193,2773.3969458349857,4474242.952417811,105,122,644,36,703.193008696148,Daily,Credit Card,8,8.43971172423596,8,459960.69873743306
cust_1927,22,Suburban,Low,454,11059.50914637017,52954.50883176643,3401.275956292408,5021017.152452057,25,11,2228,24,1836.9422730106835,Daily,Wallet Balance,9,71.77423568595422,6,514039.2441087004
cust_1928,20,Rural,Middle,700,15528.449953043126,45328.3647640322,3762.461705046832,10869914.967130188,93,342,596,17,2710.660468194457,Monthly,Credit Card,6,30.4461430309426,5,1093528.1664789214
cust_1929,58,Urban,Middle,570,1705.1123447644693,2258.2674382183377,612.820881104033,971914.0365157475,215,291,2810,33,2271.69311385766,Daily,Credit Card,1,22.22005626806676,10,114975.55709464592
cust_1930,60,Suburban,High,771,17174.32288857805,69763.24538035493,5732.303167376931,13241402.94709368,184,35,4536,24,1988.979193688692,Monthly,Wallet Balance,0,66.80081211143457,6,1340617.8051125235
cust_1931,66,Urban,Low,162,3145.0408093751344,8070.949697784148,1454.883454826741,509496.6111187718,217,29,467,21,3594.1594878026467,Daily,UPI,20,58.59814067083733,6,58186.58136797586
cust_1932,46,Rural,Middle,301,17292.179645421806,66449.94150914779,5857.2275100402985,5204946.073271964,151,10,964,45,272.5175211891873,Daily,Wallet Balance,18,63.26457835301144,4,530786.3485666018
cust_1933,38,Urban,Middle,306,6233.54410394221,20684.628760744632,1889.292180572453,1907464.4958063164,258,66,1637,13,2357.051695629709,Monthly,Debit Card,18,68.4794167507251,1,195141.9237328168
cust_1934,57,Rural,High,2,6542.3890909246775,25205.995003487027,2809.746978328687,13084.778181849357,301,90,2786,36,1310.9084519480068,Monthly,Wallet Balance,0,61.831811201589694,2,11825.023592210931
cust_1935,25,Urban,Low,271,1488.2343104953284,1857.2804461108144,269.3225898146552,403311.498144234,119,81,2813,10,423.0919261737948,Daily,UPI,1,70.981463226529,8,54745.603851336506
cust_1936,47,Suburban,High,421,17719.13348167603,20119.95718495219,3498.214938129106,7459755.195785609,134,292,226,26,2324.4357900148275,Daily,Wallet Balance,3,46.39358585327542,9,756865.3016835535
cust_1937,58,Rural,Middle,143,3498.4629437934827,8795.718332693848,1446.3669251503038,500280.2009624681,207,18,2808,25,856.8434553528436,Weekly,Debit Card,15,18.10335457717768,4,61715.59836857038
cust_1938,68,Rural,Low,700,12604.697541719936,47553.29559535081,3490.7460818735026,8823288.279203955,263,43,1304,34,1291.121409451043,Monthly,Debit Card,12,12.866442103213476,8,895691.26721567
cust_1939,45,Rural,High,864,12882.91230907791,24409.64182588944,3397.1511209348173,11130836.235043315,322,135,513,15,2535.04364755038,Weekly,Credit Card,11,43.76084331644785,10,1124342.1016805563
cust_1940,54,Urban,Middle,853,5630.218553258772,15390.781606332954,2560.7989583209887,4802576.425929733,190,57,211,39,4868.544899664107,Weekly,Debit Card,4,26.48047258906684,6,488145.3701431413
cust_1941,46,Urban,High,960,19713.36253956152,97053.63580445063,6782.256486628561,18924828.03797906,158,10,769,19,3421.2750340177795,Weekly,Credit Card,2,10.31826895850022,1,1895210.166280897
cust_1942,33,Suburban,High,977,1292.6827000405874,2403.7411772545897,544.4309722037805,1262950.997939654,76,35,3311,14,1398.1089907841238,Monthly,UPI,19,57.60573614179784,6,139618.04529857333
cust_1943,51,Rural,High,994,12161.361499720451,53409.94937942422,5155.633454775938,12088393.330722127,52,271,430,13,1912.0302628768827,Daily,Debit Card,1,25.834944335534235,7,1217043.3179407746
cust_1944,17,Rural,Low,736,9596.08310986921,41280.848128246886,1420.3226264107636,7062717.168863739,226,1,3258,45,2030.6657616048865,Daily,Debit Card,4,32.60696136196327,1,717272.3840055715
cust_1945,29,Urban,Middle,879,4917.22730187402,22449.15250622636,1777.4840386759224,4322242.798347264,94,22,259,7,768.1881167218856,Monthly,Credit Card,0,44.43678206400812,9,442058.1857763654
cust_1946,28,Urban,Middle,692,3279.3987093456994,15283.85732104417,1577.4122116479357,2269343.906867224,292,81,1754,23,803.2709442984037,Weekly,Debit Card,13,29.54160017690008,6,238340.7552145732
cust_1947,44,Suburban,Middle,535,14744.316319598138,44664.67388774793,4305.500132540797,7888209.2309850035,291,79,2397,32,741.9736174368225,Monthly,Wallet Balance,14,62.50515673147351,8,804443.9362897819
cust_1948,27,Suburban,Middle,867,18327.13434087892,68318.70256571537,7200.235703919256,15889625.473542022,322,63,4802,15,2608.3206886845846,Daily,Credit Card,3,70.75192923677423,8,1606762.38700986
cust_1949,54,Urban,Low,37,2159.8497764749004,7506.695368392679,705.6081485539413,79914.44172957132,178,85,45,26,3370.930433698541,Monthly,UPI,11,28.354289943483995,9,17995.97895610786
cust_1950,17,Rural,High,107,3887.664439999049,8692.017456674195,707.3154078933394,415980.0950798983,106,129,876,27,2953.603423054133,Weekly,Debit Card,9,13.664731457096694,1,45573.20779646277
cust_1951,47,Suburban,Middle,297,19725.53224843835,41801.36846206796,3512.67264617127,5858483.07778619,76,69,2917,43,4888.835927266742,Monthly,UPI,17,20.74685796800611,6,599537.8898149858
cust_1952,28,Urban,Low,741,310.3032580151137,734.2643555203604,84.87826363839788,229934.7141891993,4,117,1955,13,629.3728612882593,Daily,UPI,8,48.85106793948753,9,36888.7849882758
cust_1953,61,Urban,High,825,10169.956873361936,19056.77972604469,2981.793009689064,8390214.420523597,311,42,1600,8,4932.372031513776,Daily,Wallet Balance,4,6.841580675383437,8,848555.2560366028
cust_1954,42,Rural,Low,97,10327.095873135468,41613.386027834815,3111.068376151524,1001728.2996941404,187,214,2274,45,2333.36966943946,Daily,Credit Card,8,48.89773927774496,4,112054.14513469432
cust_1955,64,Urban,Low,281,5270.59888766402,25606.105637262768,2540.430260850902,1481038.2874335896,20,28,1739,12,1093.1639388856884,Weekly,Credit Card,18,38.463790853057134,5,157235.24677391612
cust_1956,56,Urban,Middle,110,13263.94732006878,59304.26199840717,1858.303128821677,1459034.2052075658,275,50,3190,50,4716.404130028785,Daily,Debit Card,19,4.220187531697513,9,163925.2184557422
cust_1957,32,Suburban,Middle,549,18899.368719476,35375.1129424276,4766.622895592695,10375753.426992323,136,191,333,21,2343.066550722964,Daily,UPI,16,30.1608073184329,5,1044169.809423871
cust_1958,55,Urban,High,552,9009.776479821978,10880.763627667917,2755.360599464635,4973396.616861732,27,144,1530,29,1736.734776052602,Monthly,Credit Card,14,17.370760032849535,9,511431.29429814685
cust_1959,46,Urban,High,597,14990.895912969798,60388.95974202021,7274.25872282263,8949564.860042969,136,51,555,31,1069.0505190897832,Monthly,Debit Card,13,10.243888135019244,1,899631.9607447521
cust_1960,49,Suburban,Middle,814,12924.94448283645,33098.91159405718,3899.790852958762,10520904.809028871,18,179,2048,15,1339.3772555790106,Weekly,Wallet Balance,17,67.80408510611475,10,1067016.7922750977
cust_1961,39,Rural,Low,188,9464.10785219888,40680.99879494155,3881.327997386007,1779252.2762133896,285,211,730,50,4896.097551136097,Weekly,UPI,13,21.663168421742665,9,190937.1788457709
cust_1962,60,Rural,Middle,752,1005.7478730660614,4140.606853201111,402.008732705976,756322.4005456782,302,86,4823,24,1519.8671995238717,Monthly,Wallet Balance,19,36.07804658759371,10,96918.30645480588
cust_1963,50,Suburban,High,870,14837.578601095933,51955.873688961896,4845.621102716803,12908693.38295346,138,14,4033,48,4889.029618798026,Daily,Debit Card,2,44.45516844665255,9,1310290.8234859472
cust_1964,63,Suburban,Low,488,7271.396427958044,14698.090523652125,1107.2972703573705,3548441.4568435256,232,240,1163,22,1651.0749330604358,Monthly,UPI,20,45.65617622593341,6,364544.6082178224
cust_1965,21,Rural,Low,354,4497.648821164395,6369.314215325168,843.3248237017248,1592167.6826921958,340,26,1299,36,1157.0923279428098,Monthly,Wallet Balance,1,28.079458413107474,7,171836.2221052482
cust_1966,34,Rural,Low,19,18965.890309265527,38132.69206446638,3718.378552468172,360351.915876045,257,84,4462,27,916.8209145092366,Daily,UPI,19,20.135729453010256,6,53200.78113034988
cust_1967,45,Rural,Middle,859,15472.320363247767,47020.98162187437,1786.4938177849815,13290723.192029834,219,245,4719,2,2059.2725263699854,Monthly,Debit Card,20,41.10739404497351,4,1341680.6829397986
cust_1968,22,Rural,Middle,393,19245.75094672196,94647.7529097159,4843.909243566033,7563580.12206173,132,238,2020,22,1184.032242675136,Monthly,UPI,5,57.421648409874095,7,769005.9960848355
cust_1969,25,Rural,High,837,5131.776473990145,6439.091197804385,1766.3856304144197,4295296.908729752,357,365,3686,32,3484.689819135265,Daily,Wallet Balance,8,64.54446813927574,2,440359.34596340754
cust_1970,56,Suburban,Low,261,16717.508618281965,30096.33020995099,2636.460098826806,4363269.749371593,256,319,1940,38,1198.8586768198925,Daily,Credit Card,0,42.995496052112834,3,446407.54559874936
cust_1971,47,Urban,Low,985,12158.350871196764,42665.08583487089,2067.094776010227,11975975.608128812,96,4,4396,24,4176.984224989345,Weekly,Debit Card,14,38.54456698279697,4,1210701.0687003864
cust_1972,49,Rural,Middle,410,19630.25874917136,43529.26603456602,7514.355698385333,8048406.087160258,274,86,3071,24,4170.056292440835,Weekly,UPI,0,69.57980484285308,3,814297.5805698055
cust_1973,43,Rural,High,403,18926.87574281701,83922.09254350845,3174.062717924136,7627530.924355255,334,363,3499,38,1427.6318702403307,Monthly,UPI,2,15.417987895876683,9,781837.2765004054
cust_1974,30,Urban,High,670,19459.631218404626,30311.643833914888,2999.395294318329,13037952.916331096,301,85,1210,20,3767.7006524341487,Weekly,UPI,15,2.194304577353161,4,1310331.4413068928
cust_1975,45,Urban,Low,484,19035.83469061544,92373.86429048124,9349.19807071919,9213343.990257872,15,83,4253,30,4287.729379897267,Daily,UPI,14,35.96895213574808,10,940696.5343358386
cust_1976,52,Urban,Middle,304,163.1407291398754,758.522749343559,17.275642691819506,49594.78165852212,179,72,1354,48,2950.664219685733,Daily,UPI,14,5.112953972999075,1,11992.146056009346
cust_1977,44,Urban,Low,624,14824.29734891228,67452.27587732169,3412.00871980094,9250361.545721265,260,63,3328,29,1831.6620543202744,Weekly,Wallet Balance,4,5.202635713115423,8,941676.3235449662
cust_1978,37,Urban,Middle,656,5445.971878580739,9216.088416566658,620.7028180440477,3572557.552348965,88,90,2130,38,2204.8359335633954,Daily,Wallet Balance,9,3.338300807036126,4,368213.3372681148
cust_1979,19,Urban,High,768,14103.491640095035,32691.674975458576,6138.111440952698,10831481.579592988,94,191,4109,44,3931.144325173909,Daily,Debit Card,10,44.90049785200925,9,1102800.585796712
cust_1980,35,Suburban,Low,967,19612.41791306564,82693.551162907,6539.060309472507,18965208.12193447,333,267,3267,44,1466.5873199840707,Monthly,Debit Card,7,45.43119680707006,9,1915721.518533455
cust_1981,47,Urban,Low,18,796.7942200681889,3371.421410318708,94.96252569776208,14342.2959612274,28,33,1235,41,1672.31167188097,Daily,Wallet Balance,14,19.153180730166945,9,16168.073760182257
cust_1982,51,Urban,Low,184,11344.086770462616,43342.371164489465,3926.697345263598,2087311.9657651207,185,167,4203,33,803.9216812892536,Monthly,Credit Card,19,32.936194155004074,9,229035.23573586752
cust_1983,65,Suburban,High,405,14701.71363075422,41050.176640019024,2194.062528464808,5954194.020455458,75,179,4726,37,1995.262015065013,Daily,Wallet Balance,11,30.738283250309365,7,614573.7710380134
cust_1984,19,Urban,Low,799,5074.64205647399,11399.458125695915,1513.7304216121458,4054639.003122718,54,22,2778,6,432.5756612474297,Monthly,Credit Card,3,35.99922520097334,9,420403.6124816481
cust_1985,42,Rural,High,897,4510.187521972178,21882.6709937758,1658.6898618838843,4045638.207209044,321,60,4260,26,1605.1722049455575,Weekly,Wallet Balance,9,15.165382824081348,7,421881.2346184316
cust_1986,32,Rural,Middle,131,1216.306652983601,1893.8491544827727,193.8827021187145,159336.17154085173,47,23,2908,12,1867.3969047392848,Monthly,Debit Card,15,58.70448284513252,8,30015.91870171553
cust_1987,27,Urban,High,479,1887.457944789832,2217.793744707682,564.010490903445,904092.3555543292,248,36,4442,28,1277.3956621206603,Daily,Debit Card,14,21.46077081015101,2,103454.5377243726
cust_1988,37,Suburban,Middle,793,13138.430717858748,13618.273535078008,3717.7077922939375,10418775.559261989,234,24,1048,22,506.7905956749408,Monthly,UPI,4,24.197019276513167,4,1049920.1606283612
cust_1989,32,Rural,High,757,10109.160274448695,41448.64526043919,4713.903364492974,7652634.327757664,118,95,1959,7,2608.336212807775,Monthly,Credit Card,11,47.19787074084914,4,772577.2646693626
cust_1990,25,Suburban,High,8,611.1438273640993,749.7638271135115,304.52108721341926,4889.150618912794,260,150,1578,20,4325.405848777354,Monthly,Credit Card,10,70.68919164388991,4,7482.212137502603
cust_1991,69,Rural,Low,705,19393.53855746779,61178.36060570562,7016.384021998765,13672444.683014791,230,36,3698,12,1678.2237290023522,Weekly,Credit Card,10,15.513018819738445,3,1378001.356436978
cust_1992,16,Urban,High,318,13124.356931081213,32406.265309702765,5800.226366774194,4173545.5040838257,290,65,349,25,1184.0078571006934,Daily,UPI,12,26.41015226488913,1,420960.54647983226
cust_1993,37,Suburban,Low,391,10314.216694630008,16375.175944052517,3700.253943403384,4032858.727600333,241,46,1478,42,1425.191088452517,Monthly,Credit Card,8,27.57366925869042,6,415729.2772158071
cust_1994,41,Suburban,Middle,519,5461.757490162202,21641.56928090822,2460.6009566667726,2834652.137394183,332,17,1820,9,4309.435906521184,Weekly,UPI,15,38.57320410620564,5,290850.4957861577
cust_1995,33,Suburban,Middle,136,13165.39670730199,16062.14371652172,3598.2190489013296,1790493.952193071,182,22,1241,28,2639.037948038988,Monthly,UPI,15,60.290733302969365,3,186011.8762452876
cust_1996,65,Rural,Low,531,7289.715579025427,16573.717680633745,2501.800813318267,3870838.972462502,317,85,3930,26,653.9517563538739,Monthly,UPI,0,52.51598297040507,7,404216.92136807326
cust_1997,29,Rural,Middle,913,14052.858311623166,45654.43285108853,6156.104854433318,12830259.63851195,101,25,875,3,3546.108245277313,Daily,UPI,18,15.58443516519219,6,1289302.9097285564
cust_1998,62,Rural,High,651,13654.612686932216,35633.936053177364,6379.903237901158,8889152.859192872,248,36,3720,41,771.8446661672474,Weekly,Wallet Balance,18,51.60454258354601,4,904069.3635862035
cust_1999,44,Urban,Low,367,1863.9484645313453,3796.1040124388655,204.79778359993475,684069.0864830038,349,45,1541,30,301.22201471118325,Monthly,Debit Card,20,9.950062440832165,9,83338.29764094479
cust_2000,27,Rural,Low,489,18186.121559136725,85547.58890100435,2574.8106752500007,8893013.442417858,358,107,3705,16,1278.4243824895864,Daily,Credit Card,3,14.616592758462692,4,901672.132050541
cust_2001,51,Urban,Low,689,9744.61528951761,46032.40841692653,4604.0269313866165,6714039.934477633,113,36,3701,7,840.4508975838293,Monthly,Debit Card,4,28.957200888672528,9,688085.7679989715
cust_2002,50,Suburban,Middle,11,7864.969329941413,20955.252499472044,2575.018548100067,86514.66262935555,221,51,3538,36,3024.9873718733406,Daily,Credit Card,2,25.480320169341567,3,20814.972576998887
cust_2003,67,Suburban,Middle,998,19109.688251139283,49207.02047088886,9479.873714641508,19071468.874637004,339,55,819,19,2422.8320367002093,Weekly,Debit Card,18,62.753456220729205,7,1916473.4714453504
cust_2004,27,Urban,High,553,8769.80352941312,19552.62942676388,3657.474775160519,4849701.351765456,148,12,3909,46,3620.322752464336,Weekly,UPI,12,71.78748071535425,7,502577.9738003134
cust_2005,22,Rural,High,446,14427.206128892258,63811.89009378311,6164.111442166079,6434533.933485947,296,312,4016,9,2557.855251301229,Weekly,Debit Card,12,15.42019357578348,1,652106.465722944
cust_2006,44,Urban,Low,114,13106.178180224224,42878.97389831309,3334.853971890059,1494104.3125455617,197,49,208,50,2095.029676046938,Monthly,UPI,18,47.67698430631813,1,154778.91641653268
cust_2007,26,Suburban,High,692,3311.150560680302,4496.8366624615255,672.2183803593264,2291316.187990769,69,132,1884,49,2631.093452188715,Weekly,Debit Card,12,42.353617687117065,2,238484.07207298253
cust_2008,48,Suburban,Middle,706,19822.944047125307,87484.25825580141,6725.997657321417,13994998.497270469,288,235,4502,43,2172.430565438889,Weekly,UPI,4,55.62132810460755,4,1415717.634444327
cust_2009,21,Urban,High,196,9277.450402594824,29126.973764814906,4189.815719209501,1818380.2789085857,24,82,2128,33,185.4344695701976,Daily,Debit Card,16,50.67736636970996,2,191301.3106560735
cust_2010,62,Rural,Middle,860,7901.703622621997,21037.23667876467,3083.872176338946,6795465.115454918,186,77,3988,38,3403.4955649812,Weekly,UPI,17,20.560273842435592,10,699620.7637630013
cust_2011,30,Rural,High,737,18393.07372013707,43250.57298368074,5313.208236827878,13555695.33174102,170,227,106,10,4810.651631072277,Daily,Credit Card,11,60.6950168290905,10,1364376.207358566
cust_2012,47,Urban,Middle,843,10589.47434817643,14800.975658758738,4249.346282845984,8926926.87551273,291,65,2695,46,2110.167785180232,Weekly,Wallet Balance,16,34.99799196270777,5,906627.6036586828
cust_2013,66,Urban,Middle,323,14104.488468966954,68079.66660173448,5305.530973110181,4555749.775476326,32,318,2485,11,2118.664918840233,Monthly,UPI,17,67.23899092974303,2,462585.6450882125
cust_2014,26,Rural,High,936,16926.458484767598,67112.96898715968,7874.536663721234,15843165.141742472,301,61,3085,9,228.8443931862328,Monthly,Debit Card,0,40.78221619551686,8,1599272.091977654
cust_2015,38,Suburban,High,773,4717.532970533122,7204.192965316924,969.0892529513212,3646652.986222104,176,354,4786,12,4451.895423433742,Weekly,Credit Card,1,21.647861948877,6,379211.3509104935
cust_2016,41,Urban,Middle,512,3397.6370380386447,10346.060543185822,501.9145170174865,1739590.163475786,364,29,4029,33,4645.606937314649,Daily,UPI,12,64.629139245333,3,185994.21287892127
cust_2017,49,Rural,Low,628,1379.451043764209,4445.006189667412,397.31013133028887,866295.2554839235,342,65,1425,29,4065.695590070716,Monthly,Debit Card,9,59.66410071542159,2,92346.677753357
cust_2018,61,Rural,High,981,17943.694651928847,29993.87301853586,4386.01899110541,17602764.4535422,177,114,4605,14,531.7273577092835,Monthly,Wallet Balance,2,68.23261260479549,9,1779620.581675365
cust_2019,49,Suburban,Middle,662,4015.338223915543,10877.093963597328,1967.2927131228305,2658153.9042320894,290,55,1117,7,4501.118405769696,Monthly,Wallet Balance,14,64.44102118198843,1,267498.8312203241
cust_2020,44,Suburban,High,630,6162.003340847234,22078.362223914115,634.696665872643,3882062.104733757,144,271,2129,37,119.77831697520423,Daily,Debit Card,0,18.40915887811609,6,402104.3213148881
cust_2021,19,Suburban,High,165,5723.280452318232,12225.169067994791,2709.133258493385,944341.2746325084,11,24,4056,35,2222.871616181544,Weekly,UPI,11,58.88689938999817,7,111934.69165516006
cust_2022,32,Suburban,High,252,6098.713870572674,14188.266401746418,2939.773347759786,1536875.8953843138,147,20,240,39,2503.1182705069727,Monthly,Credit Card,3,43.18715419935249,9,165816.0304031779
cust_2023,50,Suburban,High,779,13364.54192530608,19887.96071657229,1608.868337637638,10410978.159813438,348,87,164,21,4170.010505131694,Monthly,Debit Card,1,29.63548675123116,7,1048440.810728778
cust_2024,28,Urban,High,44,19082.73003922336,50625.76866683585,8698.441532100285,839640.1217258278,310,77,1496,4,3754.296067269855,Monthly,Wallet Balance,19,1.5416969153930649,4,89478.86413894786
